path,area,tipo,descripcion,estado,feature_relacionada,evidencia_clave,riesgo,recomendacion
frontend/public/fonts/inter-700.woff2,frontend-ui,other,"Fuente Inter 700","generado/vendor/no auditar salvo referencia",design,"frontend/public/fonts/inter-700.woff2","",""
frontend/public/fonts/manrope-400.woff2,frontend-ui,other,"Fuente Manrope 400","generado/vendor/no auditar salvo referencia",design,"frontend/public/fonts/manrope-400.woff2","",""
frontend/public/fonts/manrope-500.woff2,frontend-ui,other,"Fuente Manrope 500","generado/vendor/no auditar salvo referencia",design,"frontend/public/fonts/manrope-500.woff2","",""
frontend/public/fonts/manrope-600.woff2,frontend-ui,other,"Fuente Manrope 600","generado/vendor/no auditar salvo referencia",design,"frontend/public/fonts/manrope-600.woff2","",""
frontend/public/fonts/manrope-700.woff2,frontend-ui,other,"Fuente Manrope 700","generado/vendor/no auditar salvo referencia",design,"frontend/public/fonts/manrope-700.woff2","",""
frontend/public/images/integrations/airtable-icon.webp,frontend-ui,other,"Icono Airtable (webp)","activo",crm-airtable,"frontend/public/images/integrations/airtable-icon.webp","",""
frontend/public/images/integrations/airtable.svg,frontend-ui,other,"Logo Airtable (svg)","activo",crm-airtable,"frontend/public/images/integrations/airtable.svg","",""
frontend/src/main.tsx,frontend-ui,other,"Entry point SPA: RouterProvider + QueryClientProvider","activo",core,"frontend/src/main.tsx","Sin error boundary global ni devtools",""
frontend/src/router.tsx,frontend-ui,other,"Definicion de rutas (createBrowserRouter); demo-client hardcodeado","activo",routing,"router.tsx:36-96","Sin login/guard; doc-comment desfasado",""
frontend/src/router.test.tsx,tests,test,"Test del router","test",routing,"frontend/src/router.test.tsx","",""
frontend/src/app-layout.tsx,frontend-ui,component,"AppLayout: TopBar + Sidebar + Outlet","activo",routing,"frontend/src/app-layout.tsx:15","Fallback demo-client; casing inconsistente",""
frontend/src/api/agents.ts,frontend-ui,service,"Cliente HTTP de agentes","activo",agentes,"frontend/src/api/agents.ts","",""
frontend/src/api/analytics.ts,frontend-ui,service,"Cliente HTTP de analytics","activo",analytics,"frontend/src/api/analytics.ts","",""
frontend/src/api/analytics.test.ts,tests,test,"Test del cliente analytics","test",analytics,"frontend/src/api/analytics.test.ts","",""
frontend/src/api/analytics-hooks.test.tsx,tests,test,"Test de hooks de analytics","test",analytics,"frontend/src/api/analytics-hooks.test.tsx","",""
frontend/src/api/calls.ts,frontend-ui,service,"Cliente HTTP de calls (metrics, sessions, transcript, analysis)","activo",calls,"frontend/src/api/calls.ts","",""
frontend/src/api/calls.test.ts,tests,test,"Test del cliente calls","test",calls,"frontend/src/api/calls.test.ts","",""
frontend/src/api/client.ts,frontend-ui,service,"apiFetch base: Bearer VITE_API_KEY, ApiError","activo",core,"frontend/src/api/client.ts","Bearer estatico embebido en bundle (no es auth real)",""
frontend/src/api/client.test.ts,tests,test,"Test del cliente base","test",core,"frontend/src/api/client.test.ts","",""
frontend/src/api/clients.ts,frontend-ui,service,"Cliente HTTP de clients (CRUD)","activo",multi-tenant,"frontend/src/api/clients.ts","",""
frontend/src/api/clients.test.ts,tests,test,"Test del cliente clients","test",multi-tenant,"frontend/src/api/clients.test.ts","",""
frontend/src/api/hooks.ts,frontend-ui,hook,"Hooks TanStack Query (queries + mutaciones)","activo",core,"frontend/src/api/hooks.ts","useUpdateIntegration sin consumidor de UI",""
frontend/src/api/hooks.test.tsx,tests,test,"Test de los hooks","test",core,"frontend/src/api/hooks.test.tsx","",""
frontend/src/api/index.ts,frontend-ui,service,"Barrel de la capa api","activo",core,"frontend/src/api/index.ts","",""
frontend/src/api/integrations.ts,frontend-ui,service,"Cliente HTTP de integraciones CRM","activo",crm-airtable,"frontend/src/api/integrations.ts","",""
frontend/src/api/integrations.test.ts,tests,test,"Test del cliente integrations","test",crm-airtable,"frontend/src/api/integrations.test.ts","",""
frontend/src/api/leads.ts,frontend-ui,service,"Cliente HTTP de leads; createLead sin consumidor","activo",leads,"frontend/src/api/leads.ts","createLead sin hook ni UI (dead a nivel producto)",""
frontend/src/api/leads.test.ts,tests,test,"Test del cliente leads","test",leads,"frontend/src/api/leads.test.ts","",""
frontend/src/api/types.ts,frontend-ui,schema,"Tipos TS que espejan Pydantic del backend (a mano)","activo",core,"frontend/src/api/types.ts","Riesgo de drift de tipos (mantenidos a mano)","Considerar codegen si crece"
frontend/src/config/dimension-labels.ts,frontend-ui,config,"Registro code->{es,en} para etiquetas de dimensiones","activo",analisis-post-call,"frontend/src/config/dimension-labels.ts","",""
frontend/src/config/dimension-labels.test.ts,tests,test,"Test de dimension-labels","test",analisis-post-call,"frontend/src/config/dimension-labels.test.ts","",""
frontend/src/design/components/badge.tsx,frontend-ui,component,"Componente Badge","activo",design,"frontend/src/design/components/badge.tsx","",""
frontend/src/design/components/badge.test.tsx,tests,test,"Test de Badge","test",design,"frontend/src/design/components/badge.test.tsx","",""
frontend/src/design/components/button.tsx,frontend-ui,component,"Componente Button","activo",design,"frontend/src/design/components/button.tsx","",""
frontend/src/design/components/button.test.tsx,tests,test,"Test de Button","test",design,"frontend/src/design/components/button.test.tsx","",""
frontend/src/design/components/card.tsx,frontend-ui,component,"Componente Card","activo",design,"frontend/src/design/components/card.tsx","",""
frontend/src/design/components/card.test.tsx,tests,test,"Test de Card","test",design,"frontend/src/design/components/card.test.tsx","",""
frontend/src/design/components/checkbox.tsx,frontend-ui,component,"Componente Checkbox","activo",design,"frontend/src/design/components/checkbox.tsx","",""
frontend/src/design/components/checkbox.test.tsx,tests,test,"Test de Checkbox","test",design,"frontend/src/design/components/checkbox.test.tsx","",""
frontend/src/design/components/index.ts,frontend-ui,component,"Barrel de componentes de diseno","activo",design,"frontend/src/design/components/index.ts","",""
frontend/src/design/components/input.tsx,frontend-ui,component,"Componente Input","activo",design,"frontend/src/design/components/input.tsx","",""
frontend/src/design/components/input.test.tsx,tests,test,"Test de Input","test",design,"frontend/src/design/components/input.test.tsx","",""
frontend/src/design/components/layout.test.tsx,tests,test,"Test de layout (TopBar/PageContainer)","test",design,"frontend/src/design/components/layout.test.tsx","",""
frontend/src/design/components/live-indicator.tsx,frontend-ui,component,"Componente LiveIndicator","activo",design,"frontend/src/design/components/live-indicator.tsx","Sin test individual",""
frontend/src/design/components/page-container.tsx,frontend-ui,component,"Componente PageContainer","activo",design,"frontend/src/design/components/page-container.tsx","Sin test individual",""
frontend/src/design/components/select.tsx,frontend-ui,component,"Componente Select (Radix)","activo",design,"frontend/src/design/components/select.tsx","Uso directo limitado (selects nativos en pantallas)",""
frontend/src/design/components/select.test.tsx,tests,test,"Test de Select","test",design,"frontend/src/design/components/select.test.tsx","",""
frontend/src/design/components/sidebar.tsx,frontend-ui,component,"Sidebar: Dashboard/Analytics/Leads/Import","activo",routing,"frontend/src/design/components/sidebar.tsx","Sin link a /admin ni call detail; Import es placeholder",""
frontend/src/design/components/table.tsx,frontend-ui,component,"Componente Table + subcomponentes","activo",design,"frontend/src/design/components/table.tsx","",""
frontend/src/design/components/table.test.tsx,tests,test,"Test de Table","test",design,"frontend/src/design/components/table.test.tsx","",""
frontend/src/design/components/tabs.tsx,frontend-ui,component,"Componente Tabs (Radix)","activo",design,"frontend/src/design/components/tabs.tsx","Verificar consumidores reales",""
frontend/src/design/components/tabs.test.tsx,tests,test,"Test de Tabs","test",design,"frontend/src/design/components/tabs.test.tsx","",""
frontend/src/design/components/textarea.tsx,frontend-ui,component,"Componente Textarea","activo",design,"frontend/src/design/components/textarea.tsx","",""
frontend/src/design/components/textarea.test.tsx,tests,test,"Test de Textarea","test",design,"frontend/src/design/components/textarea.test.tsx","",""
frontend/src/design/components/toast.tsx,frontend-ui,component,"Componente Toast","activo",design,"frontend/src/design/components/toast.tsx","",""
frontend/src/design/components/toast.test.tsx,tests,test,"Test de Toast","test",design,"frontend/src/design/components/toast.test.tsx","",""
frontend/src/design/components/top-bar.tsx,frontend-ui,component,"TopBar: muestra clientId actual","activo",routing,"frontend/src/design/components/top-bar.tsx","Sin selector de tenant ni menu de usuario",""
frontend/src/design/globals.css,frontend-ui,config,"Estilos globales","activo",design,"frontend/src/design/globals.css","",""
frontend/src/design/tokens.css,frontend-ui,config,"Tokens de diseno (@theme Tailwind 4)","activo",design,"frontend/src/design/tokens.css","",""
frontend/src/design/tokens.test.ts,tests,test,"Test de tokens de diseno","test",design,"frontend/src/design/tokens.test.ts","",""
frontend/src/design/qora-design-system.md,docs,doc,"Manual de marca/design system (es-AR)","documentacion",design,"frontend/src/design/qora-design-system.md","Doc de marca, no 1:1 con componentes",""
frontend/src/features/admin/admin-layout.tsx,frontend-ui,component,"AdminLayout: header Qora/Admin","activo",multi-tenant,"frontend/src/features/admin/admin-layout.tsx","",""
frontend/src/features/admin/admin-layout.test.tsx,tests,test,"Test de AdminLayout","test",multi-tenant,"frontend/src/features/admin/admin-layout.test.tsx","",""
frontend/src/features/admin/admin-routes.test.tsx,tests,test,"Test de rutas admin","test",multi-tenant,"frontend/src/features/admin/admin-routes.test.tsx","",""
frontend/src/features/admin/agents-panel.tsx,frontend-ui,component,"AgentsPanel (muerto) + helper computeReadinessChecklist (usado)","posible dead code",agentes,"agents-section.tsx comentario Replaces old AgentsPanel","Componente muerto; helper aun usado","Extraer helper y eliminar panel"
frontend/src/features/admin/agents-panel.test.tsx,tests,test,"Test de AgentsPanel (componente muerto)","test",agentes,"frontend/src/features/admin/agents-panel.test.tsx","Mantiene vivo codigo no usado",""
frontend/src/features/admin/agents-section.tsx,frontend-ui,component,"AgentsSection: tabla + CRUD agentes, readiness, tools","activo",agentes,"agents-section.tsx:45-50 AVAILABLE_TOOLS","Selector de tools desincronizado (ofrece tools removidas)","Alinear AVAILABLE_TOOLS con TOOL_DEFINITIONS"
frontend/src/features/admin/agents-section.test.tsx,tests,test,"Test de AgentsSection","test",agentes,"frontend/src/features/admin/agents-section.test.tsx","",""
frontend/src/features/admin/client-detail-page.tsx,frontend-ui,page,"ClientDetailPage: Agents + Integrations (Disclosure)","activo",multi-tenant,"frontend/src/features/admin/client-detail-page.tsx","",""
frontend/src/features/admin/client-detail-page.test.tsx,tests,test,"Test de ClientDetailPage","test",multi-tenant,"frontend/src/features/admin/client-detail-page.test.tsx","",""
frontend/src/features/admin/clients-panel.tsx,frontend-ui,component,"ClientsPanel: reemplazado por AdminPage","posible dead code",multi-tenant,"clients-panel.tsx; solo lo referencia su test","Dead code (no se renderiza en ninguna ruta)","Eliminar componente y test"
frontend/src/features/admin/clients-panel.test.tsx,tests,test,"Test de ClientsPanel (componente muerto)","test",multi-tenant,"frontend/src/features/admin/clients-panel.test.tsx","Mantiene vivo codigo no usado",""
frontend/src/features/admin/integrations-section.tsx,frontend-ui,component,"IntegrationsSection: providers, MappingEditor, connect/test/disconnect","activo",crm-airtable,"frontend/src/features/admin/integrations-section.tsx","API key input type=password; manejo correcto de secretos",""
frontend/src/features/admin/integrations-section.test.tsx,tests,test,"Test de IntegrationsSection","test",crm-airtable,"frontend/src/features/admin/integrations-section.test.tsx","",""
frontend/src/features/admin/page.tsx,frontend-ui,page,"AdminPage: lista/crea/edita clientes","activo",multi-tenant,"frontend/src/features/admin/page.tsx","agent_name default Jaumpablo hardcodeado",""
frontend/src/features/admin/page.test.tsx,tests,test,"Test de AdminPage","test",multi-tenant,"frontend/src/features/admin/page.test.tsx","",""
frontend/src/features/analytics/agent-filter.tsx,frontend-ui,component,"AgentFilter (select poblado con useAgents)","activo",analytics,"frontend/src/features/analytics/agent-filter.tsx","Sin test dedicado",""
frontend/src/features/analytics/agent-stats-section.tsx,frontend-ui,component,"AgentStatsSection","activo",analytics,"frontend/src/features/analytics/agent-stats-section.tsx","Sin test dedicado",""
frontend/src/features/analytics/interests-section.tsx,frontend-ui,component,"InterestsSection","activo",analytics,"frontend/src/features/analytics/interests-section.tsx","Sin test dedicado",""
frontend/src/features/analytics/overview-section.tsx,frontend-ui,component,"OverviewSection","activo",analytics,"frontend/src/features/analytics/overview-section.tsx","Sin test dedicado",""
frontend/src/features/analytics/page.tsx,frontend-ui,page,"AnalyticsDashboardPage: 4 secciones + filtros","activo",analytics,"frontend/src/features/analytics/page.tsx","",""
frontend/src/features/analytics/page.test.tsx,tests,test,"Test de AnalyticsDashboardPage","test",analytics,"frontend/src/features/analytics/page.test.tsx","",""
frontend/src/features/analytics/period-selector.tsx,frontend-ui,component,"PeriodSelector de analytics (incluye Custom sin date pickers)","parcial",analytics,"frontend/src/features/analytics/period-selector.tsx","Opcion Custom sin selectores de fecha","Agregar date pickers o remover Custom"
frontend/src/features/analytics/router.test.tsx,tests,test,"Test de rutas de analytics","test",analytics,"frontend/src/features/analytics/router.test.tsx","",""
frontend/src/features/analytics/service-issues-section.tsx,frontend-ui,component,"ServiceIssuesSection","activo",analytics,"frontend/src/features/analytics/service-issues-section.tsx","Sin test dedicado",""
frontend/src/features/calls/call-analysis-panel.tsx,frontend-ui,component,"CallAnalysisPanel: ~12 dimensiones + wrapper retrocompat","activo",calls,"call-analysis-panel.tsx AnalysisSectionCards","Wrapper CallAnalysisPanel no usado por la pagina real","Tipado debil Record<string,unknown> en dimensiones"
frontend/src/features/calls/call-analysis-panel.test.tsx,tests,test,"Test de CallAnalysisPanel","test",calls,"frontend/src/features/calls/call-analysis-panel.test.tsx","",""
frontend/src/features/calls/call-detail-page.tsx,frontend-ui,page,"CallDetailPage: transcript + tarjetas de analisis (masonry)","activo",calls,"frontend/src/features/calls/call-detail-page.tsx","",""
frontend/src/features/calls/call-detail-page.test.tsx,tests,test,"Test de CallDetailPage","test",calls,"frontend/src/features/calls/call-detail-page.test.tsx","",""
frontend/src/features/dashboard/metrics-grid.tsx,frontend-ui,component,"MetricsGrid","activo",dashboard,"frontend/src/features/dashboard/metrics-grid.tsx","",""
frontend/src/features/dashboard/metrics-grid.test.tsx,tests,test,"Test de MetricsGrid","test",dashboard,"frontend/src/features/dashboard/metrics-grid.test.tsx","",""
frontend/src/features/dashboard/page.tsx,frontend-ui,page,"DashboardPage: metricas + ActiveIntegrationsCard + AgentStatusCard","activo",dashboard,"page.tsx:192-219 ActiveIntegrationsCard","ActiveIntegrationsCard hardcodea Airtable Connected (UI enganosa)","Consultar estado real de integraciones"
frontend/src/features/dashboard/page.test.tsx,tests,test,"Test de DashboardPage","test",dashboard,"frontend/src/features/dashboard/page.test.tsx","",""
frontend/src/features/dashboard/period-selector.tsx,frontend-ui,component,"PeriodSelector del dashboard","activo",dashboard,"frontend/src/features/dashboard/period-selector.tsx","",""
frontend/src/features/dashboard/period-selector.test.tsx,tests,test,"Test de PeriodSelector (dashboard)","test",dashboard,"frontend/src/features/dashboard/period-selector.test.tsx","",""
frontend/src/features/dashboard/stat-card.tsx,frontend-ui,component,"StatCard","activo",dashboard,"frontend/src/features/dashboard/stat-card.tsx","",""
frontend/src/features/dashboard/stat-card.test.tsx,tests,test,"Test de StatCard","test",dashboard,"frontend/src/features/dashboard/stat-card.test.tsx","",""
frontend/src/features/dashboard/status-breakdown.tsx,frontend-ui,component,"StatusBreakdown","activo",dashboard,"frontend/src/features/dashboard/status-breakdown.tsx","",""
frontend/src/features/dashboard/status-breakdown.test.tsx,tests,test,"Test de StatusBreakdown","test",dashboard,"frontend/src/features/dashboard/status-breakdown.test.tsx","",""
frontend/src/features/import/page.tsx,frontend-ui,page,"ImportPage: placeholder Coming Soon (sin backend)","parcial",import,"frontend/src/features/import/page.tsx","Funcionalidad anunciada en nav sin implementacion","No llama a /crm/import existente"
frontend/src/features/leads/analysis-panel.tsx,frontend-ui,component,"AnalysisPanel: exportado pero sin import (superseded)","posible dead code",leads,"analysis-panel.tsx; sin consumidor","Dead code (superseded por calls/call-analysis-panel)","Eliminar"
frontend/src/features/leads/analysis-panel.test.tsx,tests,test,"Test de AnalysisPanel (componente muerto)","test",leads,"frontend/src/features/leads/analysis-panel.test.tsx","Mantiene vivo codigo no usado",""
frontend/src/features/leads/call-history-list.tsx,frontend-ui,component,"CallHistoryList: sesiones con transcript inline","activo",leads,"frontend/src/features/leads/call-history-list.tsx","",""
frontend/src/features/leads/call-outcome-badge.tsx,frontend-ui,component,"CallOutcomeBadge","activo",leads,"frontend/src/features/leads/call-outcome-badge.tsx","",""
frontend/src/features/leads/call-outcome-badge.test.tsx,tests,test,"Test de CallOutcomeBadge","test",leads,"frontend/src/features/leads/call-outcome-badge.test.tsx","",""
frontend/src/features/leads/detail-page.tsx,frontend-ui,page,"LeadDetailPage: secciones A-F, rollups, context-preview","activo pero complejo",leads,"frontend/src/features/leads/detail-page.tsx","Pantalla mas densa; exporta DetectedInterestsRanking/ServiceIssuesRanking",""
frontend/src/features/leads/detail-page.test.tsx,tests,test,"Test de LeadDetailPage","test",leads,"frontend/src/features/leads/detail-page.test.tsx","",""
frontend/src/features/leads/dimension-rollups.test.tsx,tests,test,"Test de rankings de dimensiones (sin archivo fuente propio)","test",leads,"frontend/src/features/leads/dimension-rollups.test.tsx","Prueba exports de detail-page",""
frontend/src/features/leads/lead-table.tsx,frontend-ui,component,"LeadTable: columnas Name/Phone/Status/Calls/Fields/NextAction","activo",leads,"frontend/src/features/leads/lead-table.tsx","",""
frontend/src/features/leads/next-action.ts,frontend-ui,other,"deriveNextAction: deriva proxima accion para la tabla","activo",leads,"frontend/src/features/leads/next-action.ts","",""
frontend/src/features/leads/next-action.test.ts,tests,test,"Test de deriveNextAction","test",leads,"frontend/src/features/leads/next-action.test.ts","",""
frontend/src/features/leads/page.tsx,frontend-ui,page,"LeadsPage: lista de leads (sin UI de creacion)","activo",leads,"frontend/src/features/leads/page.tsx","No hay boton New Lead pese a existir createLead",""
frontend/src/features/leads/page.test.tsx,tests,test,"Test de LeadsPage","test",leads,"frontend/src/features/leads/page.test.tsx","",""
frontend/src/features/leads/transcript-viewer.tsx,frontend-ui,component,"TranscriptViewer: turnos de transcript","activo",calls,"frontend/src/features/leads/transcript-viewer.tsx","",""
frontend/src/features/leads/transcript-viewer.test.tsx,tests,test,"Test de TranscriptViewer","test",calls,"frontend/src/features/leads/transcript-viewer.test.tsx","",""
frontend/src/hooks/use-client-id.ts,frontend-ui,hook,"useClientId: lanza si falta :clientId (patron mas seguro)","activo",routing,"frontend/src/hooks/use-client-id.ts","Adopcion inconsistente (pantallas usan clientId ?? '')",""
frontend/src/lib/format-duration.ts,frontend-ui,other,"formatDuration mm:ss","activo",calls,"frontend/src/lib/format-duration.ts","",""
frontend/src/lib/format-duration.test.ts,tests,test,"Test de formatDuration","test",calls,"frontend/src/lib/format-duration.test.ts","",""
frontend/tests/integration.test.tsx,tests,test,"Test de integracion del frontend","test",tests,"frontend/tests/integration.test.tsx","",""
frontend/tests/mocks/handlers.ts,tests,test,"Handlers MSW de mocks","test",tests,"frontend/tests/mocks/handlers.ts","",""
frontend/tests/mocks/server.ts,tests,test,"Servidor MSW de mocks","test",tests,"frontend/tests/mocks/server.ts","",""
frontend/tests/setup.ts,tests,test,"Setup de Vitest/Testing Library","test",tests,"frontend/tests/setup.ts","",""
docs/DESIGN.md,docs,doc,"Documento de diseno del producto","documentacion",overview,"docs/DESIGN.md","Puede estar desfasado vs codigo","Verificar contra codigo"
docs/MIGRATIONS.md,docs,doc,"Guia de migraciones (Alembic + scripts legacy)","documentacion",migraciones,"docs/MIGRATIONS.md","Omite gap de stamp-head y drift de autogenerate",""
docs/Qora-Producto.md,docs,doc,"Documento de producto Qora","documentacion",overview,"docs/Qora-Producto.md","Puede estar desfasado","Verificar contra codigo"
docs/ROADMAP.md,docs,doc,"Roadmap del producto","documentacion",overview,"docs/ROADMAP.md","Intencion/roadmap, no producto enviado",""
docs/analysis-pipeline.md,docs,doc,"Doc del pipeline de analisis post-call","documentacion",analisis-post-call,"docs/analysis-pipeline.md","Habla de mas dimensiones de las activas",""
docs/api-reference.md,docs,doc,"Referencia de la API","documentacion",backend-api,"docs/api-reference.md","Puede estar desfasada (ej. tenants alias)",""
docs/architecture.md,docs,doc,"Doc de arquitectura general","documentacion",overview,"docs/architecture.md","",""
docs/development-workflow.md,docs,doc,"Doc de flujo de desarrollo","documentacion",dev-tooling,"docs/development-workflow.md","",""
docs/elevenlabs-reference.md,docs,doc,"Referencia de capacidades ElevenLabs ConvAI","documentacion",elevenlabs,"docs/elevenlabs-reference.md","Documenta mas capacidades de las implementadas",""
docs/elevenlabs-setup.md,docs,doc,"Guia de setup de ElevenLabs","documentacion",elevenlabs,"docs/elevenlabs-setup.md","Menciona background_music no implementado en codigo",""
docs/memory-system.md,docs,doc,"Doc del sistema de memoria entre llamadas","documentacion",memoria,"docs/memory-system.md","",""
docs/ops/background-jobs.md,docs,doc,"Doc de jobs durables (B10)","documentacion",jobs,"docs/ops/background-jobs.md:87","Afirma recover resume incomplete work (no cubre failed)",""
docs/ops/secrets-management.md,docs,doc,"Doc de gestion de secretos","documentacion",secrets,"docs/ops/secrets-management.md","",""
docs/pipeline-configs/README.md,docs,doc,"Indice de configuraciones de pipeline de voz","documentacion",elevenlabs,"docs/pipeline-configs/README.md","",""
docs/pipeline-configs/elevenlabs-convai.md,docs,doc,"Config de pipeline ElevenLabs ConvAI","documentacion",elevenlabs,"docs/pipeline-configs/elevenlabs-convai.md","",""
docs/pipeline-configs/hybrid-custom.md,docs,doc,"Config de pipeline hibrido custom","documentacion",elevenlabs,"docs/pipeline-configs/hybrid-custom.md","Referencia (no necesariamente implementado)",""
docs/pipeline-configs/self-hosted.md,docs,doc,"Config de pipeline self-hosted","documentacion",elevenlabs,"docs/pipeline-configs/self-hosted.md","Referencia (no necesariamente implementado)",""
docs/pipeline-configs/vapi-retell.md,docs,doc,"Config de pipeline Vapi/Retell","documentacion",elevenlabs,"docs/pipeline-configs/vapi-retell.md","Referencia de plataformas alternativas (no implementado)",""
docs/pricing.md,docs,doc,"Doc de pricing","documentacion",overview,"docs/pricing.md","",""
docs/running-locally.md,docs,doc,"Guia de correr localmente","documentacion",dev-tooling,"docs/running-locally.md","",""
docs/skills-system.md,docs,doc,"Doc del sistema de skills por agente","documentacion",skills-agente,"docs/skills-system.md","",""
openspec/changes/cubora-accumulated-dimension-rankings/design.md,docs,doc,"OpenSpec design: rankings acumulados de dimensiones","documentacion",leads,"openspec/changes/cubora-accumulated-dimension-rankings/design.md","Artefacto de planificacion (tooling)",""
openspec/changes/cubora-accumulated-dimension-rankings/exploration.md,docs,doc,"OpenSpec exploration: rankings acumulados","documentacion",leads,"openspec/.../cubora-accumulated-dimension-rankings/exploration.md","Tooling de planificacion",""
openspec/changes/cubora-accumulated-dimension-rankings/proposal.md,docs,doc,"OpenSpec proposal: rankings acumulados","documentacion",leads,"openspec/.../cubora-accumulated-dimension-rankings/proposal.md","Tooling de planificacion",""
openspec/changes/cubora-accumulated-dimension-rankings/specs/lead-dimension-rollups/spec.md,docs,doc,"OpenSpec spec: lead-dimension-rollups","documentacion",leads,"openspec/.../specs/lead-dimension-rollups/spec.md","Tooling de planificacion",""
openspec/changes/cubora-accumulated-dimension-rankings/tasks.md,docs,doc,"OpenSpec tasks: rankings acumulados","documentacion",leads,"openspec/.../cubora-accumulated-dimension-rankings/tasks.md","Tooling de planificacion",""
openspec/changes/cubora-accumulated-dimension-rankings/verify-report.md,docs,doc,"OpenSpec verify-report: rankings acumulados","documentacion",leads,"openspec/.../cubora-accumulated-dimension-rankings/verify-report.md","Tooling de planificacion",""
openspec/changes/phase-b-api-authentication/design.md,docs,doc,"OpenSpec design: autenticacion API (Phase B)","documentacion",auth,"openspec/changes/phase-b-api-authentication/design.md","Tooling de planificacion",""
openspec/changes/phase-b-api-authentication/exploration.md,docs,doc,"OpenSpec exploration: autenticacion API","documentacion",auth,"openspec/.../phase-b-api-authentication/exploration.md","Tooling de planificacion",""
openspec/changes/phase-b-api-authentication/proposal.md,docs,doc,"OpenSpec proposal: autenticacion API","documentacion",auth,"openspec/.../phase-b-api-authentication/proposal.md","Tooling de planificacion",""
openspec/changes/phase-b-api-authentication/specs/api-key-auth/spec.md,docs,doc,"OpenSpec spec: api-key-auth","documentacion",auth,"openspec/.../specs/api-key-auth/spec.md","Tooling de planificacion",""
openspec/changes/phase-b-api-authentication/specs/demo-agent-selection/spec.md,docs,doc,"OpenSpec spec: demo-agent-selection","documentacion",demo,"openspec/.../specs/demo-agent-selection/spec.md","Tooling de planificacion",""
openspec/changes/phase-b-api-authentication/specs/demo-scoped-credentials/spec.md,docs,doc,"OpenSpec spec: demo-scoped-credentials","documentacion",demo,"openspec/.../specs/demo-scoped-credentials/spec.md","Tooling de planificacion",""
openspec/changes/phase-b-api-authentication/specs/session-auth-binding/spec.md,docs,doc,"OpenSpec spec: session-auth-binding","documentacion",auth,"openspec/.../specs/session-auth-binding/spec.md","Tooling de planificacion",""
openspec/changes/phase-b-api-authentication/specs/tenant-isolation/spec.md,docs,doc,"OpenSpec spec: tenant-isolation","documentacion",multi-tenant,"openspec/.../specs/tenant-isolation/spec.md","Tooling de planificacion",""
openspec/changes/phase-b-api-authentication/specs/webhook-auth/spec.md,docs,doc,"OpenSpec spec: webhook-auth","documentacion",auth,"openspec/.../specs/webhook-auth/spec.md","Tooling de planificacion",""
openspec/changes/phase-b-api-authentication/tasks.md,docs,doc,"OpenSpec tasks: autenticacion API","documentacion",auth,"openspec/.../phase-b-api-authentication/tasks.md","Tooling de planificacion",""
openspec/changes/phase-b-api-authentication/verify-report.md,docs,doc,"OpenSpec verify-report: autenticacion API","documentacion",auth,"openspec/.../phase-b-api-authentication/verify-report.md","Tooling de planificacion",""
openspec/changes/phase-b-background-job-durability/design.md,docs,doc,"OpenSpec design: durabilidad de jobs (B10)","documentacion",jobs,"openspec/changes/phase-b-background-job-durability/design.md","Tooling de planificacion",""
openspec/changes/phase-b-background-job-durability/exploration.md,docs,doc,"OpenSpec exploration: durabilidad de jobs","documentacion",jobs,"openspec/.../phase-b-background-job-durability/exploration.md","Tooling de planificacion",""
openspec/changes/phase-b-background-job-durability/proposal.md,docs,doc,"OpenSpec proposal: durabilidad de jobs","documentacion",jobs,"openspec/.../phase-b-background-job-durability/proposal.md","Tooling de planificacion",""
openspec/changes/phase-b-background-job-durability/specs/background-job-executor/spec.md,docs,doc,"OpenSpec spec: background-job-executor","documentacion",jobs,"openspec/.../specs/background-job-executor/spec.md","Tooling de planificacion",""
openspec/changes/phase-b-background-job-durability/specs/durable-post-call-pipeline/spec.md,docs,doc,"OpenSpec spec: durable-post-call-pipeline","documentacion",jobs,"openspec/.../specs/durable-post-call-pipeline/spec.md","Tooling de planificacion",""
openspec/changes/phase-b-background-job-durability/specs/durable-transcript-persistence/spec.md,docs,doc,"OpenSpec spec: durable-transcript-persistence","documentacion",jobs,"openspec/.../specs/durable-transcript-persistence/spec.md","Tooling de planificacion",""
openspec/changes/phase-b-background-job-durability/tasks.md,docs,doc,"OpenSpec tasks: durabilidad de jobs","documentacion",jobs,"openspec/.../phase-b-background-job-durability/tasks.md","Tooling de planificacion",""
openspec/changes/phase-b-db-migration-foundation/design.md,docs,doc,"OpenSpec design: fundacion de migraciones DB","documentacion",migraciones,"openspec/changes/phase-b-db-migration-foundation/design.md","Tooling de planificacion",""
openspec/changes/phase-b-db-migration-foundation/exploration.md,docs,doc,"OpenSpec exploration: fundacion de migraciones","documentacion",migraciones,"openspec/.../phase-b-db-migration-foundation/exploration.md","Tooling de planificacion",""
openspec/changes/phase-b-db-migration-foundation/proposal.md,docs,doc,"OpenSpec proposal: fundacion de migraciones","documentacion",migraciones,"openspec/.../phase-b-db-migration-foundation/proposal.md","Tooling de planificacion",""
openspec/changes/phase-b-db-migration-foundation/specs/db-migration-tooling/spec.md,docs,doc,"OpenSpec spec: db-migration-tooling","documentacion",migraciones,"openspec/.../specs/db-migration-tooling/spec.md","Tooling de planificacion",""
